SACM1L,22908,94.89687,22908,nan,,JKAMP,51528
UCHL3,7347,98.0446,7347,nan,,COPS7B,64708
JKAMP,51528,97.21322,51528,nan,,EML4,27436
COPS7B,64708,101.3767,64708,nan,,RHBDD2,57414
EML4,27436,97.885765,27436,nan,,GDI2,2665
RHBDD2,57414,96.02923,57414,nan,,CAPN7,23473
GDI2,2665,100.13527,2665,nan,,R3HDM2,22864
CAPN7,23473,98.76218,23473,nan,,ZNF33A,7581
R3HDM2,22864,97.77347,22864,nan,,NARG2,nan
ZNF33A,7581,116.307205,7581,nan,,CXCL1,2919
NARG2,nan,nan,nan,TRUE,,SEC22C,9117
CXCL1,2919,108.787834,2919,nan,,PYGB,5834
SEC22C,9117,96.434875,9117,nan,,PPIP5K2,23262
PYGB,5834,100.511024,5834,nan,,IP6K2,51447
PPIP5K2,23262,101.382324,23262,nan,,AC007390.5,nan
IP6K2,51447,99.72148,51447,nan,,PRTFDC1,56952
AC007390.5,nan,nan,nan,TRUE,,CTAGE5,nan
PRTFDC1,56952,96.600784,56952,nan,,DNAJC21,134218
CTAGE5,nan,nan,nan,TRUE,,VPS29,51699
DNAJC21,134218,98.247765,134218,nan,,MRPS35,60488
VPS29,51699,95.579865,51699,nan,,TMSB4X,7114
MRPS35,60488,96.74834,60488,nan,,PRKAA1,5562
TMSB4X,7114,96.968605,7114,nan,,IARS2,55699
PRKAA1,5562,99.40323,5562,nan,,PROCR,10544
IARS2,55699,92.32347,55699,nan,,DCTN6,10671
PROCR,10544,102.52032,10544,nan,,DUSP12,11266
DCTN6,10671,96.42234,10671,nan,,PSMB4,5692
DUSP12,11266,96.24264,11266,nan,,ASUN,nan
PSMB4,5692,96.40631,5692,nan,,SMIM11,nan
ASUN,nan,nan,nan,TRUE,,PGAM5,192111
SMIM11,nan,nan,nan,TRUE,,FAM127A,nan
PGAM5,192111,96.78046,192111,nan,,SAMD9L,219285
FAM127A,nan,nan,nan,TRUE,,RP11-427H3.3,nan
SAMD9L,219285,103.183556,219285,nan,,EPDR1,54749
RP11-427H3.3,nan,nan,nan,TRUE,,CCDC34,91057
EPDR1,54749,95.3119,54749,nan,,RAB3GAP1,22930
CCDC34,91057,98.586136,91057,nan,,RP11-294J22.6,nan
RAB3GAP1,22930,94.67521,22930,nan,,MDM2,4193
RP11-294J22.6,nan,nan,nan,TRUE,,RALB,5899
MDM2,4193,96.999245,4193,nan,,HNRNPLL,92906
RALB,5899,96.71605,5899,nan,,SRFBP1,153443
HNRNPLL,92906,97.574745,92906,nan,,MLLT11,10962
SRFBP1,153443,93.7563,153443,nan,,FGD5-AS1,100505641
MLLT11,10962,94.585335,10962,nan,,RPL7A,6130
FGD5-AS1,100505641,114.26297,100505641,nan,,PIN4,5303
RPL7A,6130,98.52756,6130,nan,,FABP6,2172
PIN4,5303,98.149055,5303,nan,,CHMP5,51510
FABP6,2172,100.341805,2172,nan,,CUTC,51076
CHMP5,51510,97.90882,51510,nan,,ALDH7A1,501
CUTC,51076,93.394264,51076,nan,,PLS1,5357
ALDH7A1,501,98.126045,501,nan,,INTS10,55174
PLS1,5357,94.605675,5357,nan,,RNF5,6048
INTS10,55174,98.08596,55174,nan,,CAPG,822
RNF5,6048,99.93187,6048,nan,,CREB1,1385
CAPG,822,102.13316,822,nan,,DCUN1D4,23142
CREB1,1385,95.32982,1385,nan,,SMN2,6607
DCUN1D4,23142,94.83353,23142,nan,,MAGOH,4116
SMN2,6607,114.077675,6607,nan,,RFFL,117584
MAGOH,4116,99.41049,4116,nan,,RPS23P8,653658
RFFL,117584,99.65327,117584,nan,,LZIC,84328
RPS23P8,653658,38.62286,653658,nan,,ARL13B,200894
RPS23P8,ENSG00000230629,37.57823,nan,nan,,SON,6651
LZIC,84328,95.7714,84328,nan,,CCDC47,57003
ARL13B,200894,95.98628,200894,nan,,MSN,4478
SON,6651,98.76218,6651,nan,,LBR,3930
CCDC47,57003,95.50513,57003,nan,,MAP2K3,5606
MSN,4478,97.04919,4478,nan,,NCBP2,22916
LBR,3930,98.33938,3930,nan,,CYB5A,1528
MAP2K3,5606,100.341835,5606,nan,,IFRD2,7866
NCBP2,22916,96.71605,22916,nan,,SMC6,79677
CYB5A,1528,109.82323,1528,nan,,AIP,9049
IFRD2,7866,99.881165,7866,nan,,UBR4,23352
SMC6,79677,96.71222,79677,nan,,TMEM165,55858
AIP,9049,99.17055,9049,nan,,TMEM68,137695
UBR4,23352,97.38514,23352,nan,,RPL15,6138
TMEM165,55858,96.173035,55858,nan,,NPRL2,10641
TMEM68,137695,98.875206,137695,nan,,KIF20A,10112
RPL15,6138,95.95345,6138,nan,,ADSS,159
NPRL2,10641,94.97935,10641,nan,,BOLA2B,654483
KIF20A,10112,94.513855,10112,nan,,ACSL3,2181
ADSS,159,101.641785,159,nan,,VKORC1,79001
BOLA2B,654483,104.535995,654483,nan,,PTPN11,5781
ACSL3,2181,94.13427,2181,nan,,HN1L,nan
VKORC1,79001,99.881165,79001,nan,,MRPL33,9553
PTPN11,5781,95.83457,5781,nan,,SRXN1,140809
HN1L,nan,nan,nan,TRUE,,PDXDC1,23042
MRPL33,9553,98.37999,9553,nan,,OXR1,55074
SRXN1,140809,97.76192,140809,nan,,SELENBP1,8991
PDXDC1,23042,96.63899,23042,nan,,CDC37,11140
OXR1,55074,97.66584,55074,nan,,EIF1AX,1964
SELENBP1,8991,96.94966,8991,nan,,C4orf46,201725
CDC37,11140,95.98561,11140,nan,,POLR2F,5435
EIF1AX,1964,98.499435,1964,nan,,CAMLG,819
C4orf46,201725,114.35897,201725,nan,,CPD,1362
POLR2F,5435,97.78022,5435,nan,,EMC1,23065
CAMLG,819,96.58478,819,nan,,CSNK2B,1460
CPD,1362,97.42992,1362,nan,,THOC7,80145
EMC1,23065,98.89859,23065,nan,,WDR55,54853
CSNK2B,1460,104.672745,1460,nan,,GLRX3,10539
THOC7,80145,95.0067,80145,nan,,SELK,nan
WDR55,54853,99.63387,54853,nan,,LSM3,27258
GLRX3,10539,97.46686,10539,nan,,ARPC5,10092
SELK,nan,nan,nan,TRUE,,MOCS2,4338
LSM3,27258,95.98584,27258,nan,,HINT1,3094
ARPC5,10092,96.87411,10092,nan,,HMGN2P5,727795
MOCS2,4338,98.24329,4338,nan,,CDK5RAP3,80279
HINT1,3094,98.043015,3094,nan,,MRPS33,51650
HMGN2P5,727795,37.578796,727795,nan,,DCTPP1,79077
HMGN2P5,ENSG00000234664,37.530838,nan,nan,,COLGALT1,79709
CDK5RAP3,80279,98.024666,80279,nan,,NME1,4830
MRPS33,51650,98.89859,51650,nan,,KATNA1,11104
DCTPP1,79077,99.59209,79077,nan,,PPCS,79717
COLGALT1,79709,101.91448,79709,nan,,C21orf59,56683
NME1,4830,103.87133,4830,nan,,BRD8,10902
KATNA1,11104,95.44378,11104,nan,,RBMX2,51634
PPCS,79717,98.78161,79717,nan,,CTSC,1075
C21orf59,56683,116.3456,56683,nan,,PFN2,5217
BRD8,10902,98.88151,10902,nan,,CTC-510F12.6,nan
RBMX2,51634,99.75651,51634,nan,,EAF1,85403
CTSC,1075,96.350266,1075,nan,,ARAF,369
PFN2,5217,98.88895,5217,nan,,CDC25C,995
CTC-510F12.6,nan,nan,nan,TRUE,,PPM1A,5494
EAF1,85403,98.18274,85403,nan,,AC090186.1,ENSG00000272076
ARAF,369,99.17158,369,nan,,PHAX,51808
CDC25C,995,105.07442,995,nan,,ANKIB1,54467
PPM1A,5494,98.1123,5494,nan,,GBP3,2635
AC090186.1,ENSG00000272076,119.730865,nan,nan,,ZNF518B,85460
PHAX,51808,98.63689,51808,nan,,BPNT1,10380
ANKIB1,54467,97.000885,54467,nan,,MGST1,4257
GBP3,2635,107.13884,2635,nan,,RP5-1022P6.3,nan
ZNF518B,85460,100.60977,85460,nan,,ANKRD32,nan
BPNT1,10380,97.01155,10380,nan,,ATP1B3,483
MGST1,4257,99.40982,4257,nan,,EEF1G,1937
RP5-1022P6.3,nan,nan,nan,TRUE,,ZNRD1,30834
ANKRD32,nan,nan,nan,TRUE,,GLA,2717
ATP1B3,483,96.68686,483,nan,,LAGE3,8270
EEF1G,1937,97.000885,1937,nan,,GCC2,9648
ZNRD1,30834,101.26367,30834,nan,,ERGIC2,51290
GLA,2717,97.6594,2717,nan,,RAN,5901
LAGE3,8270,103.354774,8270,nan,,DNAJB4,11080
GCC2,9648,96.968185,9648,nan,,APLP2,334
ERGIC2,51290,96.87411,51290,nan,,PTPRF,5792
RAN,5901,96.55282,5901,nan,,UBE2K,3093
DNAJB4,11080,96.94966,11080,nan,,RC3H1,149041
APLP2,334,96.35122,334,nan,,HRSP12,nan
PTPRF,5792,99.05953,5792,nan,,RAP1A,5906
UBE2K,3093,100.37684,3093,nan,,VPS52,6293
RC3H1,149041,95.91121,149041,nan,,NACA,4666
HRSP12,nan,nan,nan,TRUE,,EIF2S3,1968
RAP1A,5906,100.23125,5906,nan,,TYW3,127253
VPS52,6293,100.84057,6293,nan,,ZNF91,7644
NACA,4666,98.307304,4666,nan,,CKS1B,1163
EIF2S3,1968,98.093765,1968,nan,,SNRNP200,23020
TYW3,127253,96.466125,127253,nan,,CCNL1,57018
ZNF91,7644,111.02371,7644,nan,,TMEM50B,757
CKS1B,1163,103.354774,1163,nan,,STMN1,3925
SNRNP200,23020,97.02389,23020,nan,,GNPNAT1,64841
CCNL1,57018,95.86452,57018,nan,,PSME4,23198
TMEM50B,757,98.55057,757,nan,,MYO1B,4430
STMN1,3925,96.836845,3925,nan,,CMSS1,84319
GNPNAT1,64841,95.80326,64841,nan,,MRPL43,84545
PSME4,23198,96.99344,23198,nan,,CTD-2287O16.1,nan
MYO1B,4430,96.81547,4430,nan,,TUFT1,7286
CMSS1,84319,97.587006,84319,nan,,MECR,51102
MRPL43,84545,99.410034,84545,nan,,RPS4X,6191
CTD-2287O16.1,nan,nan,nan,TRUE,,PSME1,5720
TUFT1,7286,97.02387,7286,nan,,GSTM3,2947
MECR,51102,96.28933,51102,nan,,IDO1,3620
RPS4X,6191,97.76192,6191,nan,,NNT,23530
PSME1,5720,97.27751,5720,nan,,NARF,26502
GSTM3,2947,105.22441,2947,nan,,EWSR1,2130
IDO1,3620,101.661224,3620,nan,,HCG25,414765
NNT,23530,97.42345,23530,nan,,DPAGT1,1798
NARF,26502,97.199455,26502,nan,,ABCD4,5826
EWSR1,2130,96.31852,2130,nan,,EXOSC8,11340
HCG25,414765,116.48192,414765,nan,,ALG9,79796
DPAGT1,1798,99.58865,1798,nan,,FOSL1,8061
ABCD4,5826,97.50216,5826,nan,,ARL16,339231
EXOSC8,11340,97.81191,11340,nan,,PAICS,10606
ALG9,79796,98.51204,79796,nan,,IFI30,10437
FOSL1,8061,100.859375,8061,nan,,PXN,5829
ARL16,339231,99.912415,339231,nan,,POLB,5423
PAICS,10606,99.961044,10606,nan,,CENPM,79019
IFI30,10437,99.59821,10437,nan,,GNAI1,2770
PXN,5829,98.33916,5829,nan,,GNG10,2790
POLB,5423,95.71186,5423,nan,,MDH1,4190
CENPM,79019,95.67929,79019,nan,,C5orf24,134553
GNAI1,2770,97.353165,2770,nan,,RBM22,55696
GNG10,2790,99.70231,2790,nan,,COMMD1,150684
MDH1,4190,99.34137,4190,nan,,MTR,4548
C5orf24,134553,109.86461,134553,nan,,FHL2,2274
RBM22,55696,98.0446,55696,nan,,PAPD5,64282
COMMD1,150684,96.6159,150684,nan,,EPRS,2058
MTR,4548,96.07854,4548,nan,,CTNND1,1500
FHL2,2274,96.02819,2274,nan,,INIP,58493
PAPD5,64282,97.80611,64282,nan,,LRRC41,10489
EPRS,2058,94.969795,2058,nan,,COPS6,10980
CTNND1,1500,96.83521,1500,nan,,MARCKSL1,65108
INIP,58493,98.6996,58493,nan,,ITCH,83737
LRRC41,10489,97.54885,10489,nan,,QRICH1,54870
COPS6,10980,97.26101,10980,nan,,TWF1,5756
MARCKSL1,65108,102.50313,65108,nan,,ASNA1,439
ITCH,83737,98.3753,83737,nan,,CD164,8763
QRICH1,54870,95.170364,54870,nan,,FLOT2,2319
TWF1,5756,96.17259,5756,nan,,LGALS3,3958
ASNA1,439,99.73361,439,nan,,GLTP,51228
CD164,8763,99.73845,8763,nan,,ACOT13,55856
FLOT2,2319,96.85773,2319,nan,,WDR36,134430
LGALS3,3958,98.718414,3958,nan,,KIAA1715,nan
GLTP,51228,95.68215,51228,nan,,MED31,51003
ACOT13,55856,96.31852,55856,nan,,ARHGAP12,94134
WDR36,134430,95.06539,134430,nan,,LINC00152,nan
KIAA1715,nan,nan,nan,TRUE,,CTDSPL,10217
MED31,51003,98.501884,51003,nan,,CLK4,57396
ARHGAP12,94134,101.25947,94134,nan,,EIF4A1,1973
LINC00152,nan,nan,nan,TRUE,,SNF8,11267
CTDSPL,10217,97.18051,10217,nan,,CDK16,5127
CLK4,57396,99.03658,57396,nan,,CHD1,1105
EIF4A1,1973,100.26875,1973,nan,,LPIN1,23175
SNF8,11267,94.67799,11267,nan,,TOMM7,54543
CDK16,5127,98.85602,5127,nan,,TUBGCP4,27229
CHD1,1105,97.13123,1105,nan,,TMEM50A,23585
LPIN1,23175,95.12417,23175,nan,,URI1,8725
TOMM7,54543,101.779236,54543,nan,,NUDT15,55270
TUBGCP4,27229,97.43156,27229,nan,,ERCC3,2071
TMEM50A,23585,96.98711,23585,nan,,LCLAT1,253558
URI1,8725,98.8133,8725,nan,,2-Sep,nan
NUDT15,55270,99.59209,55270,nan,,AFTPH,54812
ERCC3,2071,96.49276,2071,nan,,ZNHIT3,9326
LCLAT1,253558,97.76079,253558,nan,,LMO7,4008
2-Sep,nan,nan,nan,TRUE,,SMYD3,64754
AFTPH,54812,96.53662,54812,nan,,LRRFIP1,9208
ZNHIT3,9326,95.28059,9326,nan,,AATF,26574
LMO7,4008,95.71186,4008,nan,,SPC24,147841
SMYD3,64754,95.4935,64754,nan,,SRI,6717
LRRFIP1,9208,101.661224,9208,nan,,PAPOLA,10914
AATF,26574,96.54259,26574,nan,,AP2B1,163
SPC24,147841,99.28873,147841,nan,,SLC30A6,55676
SRI,6717,100.15647,6717,nan,,CHMP3,51652
PAPOLA,10914,96.919426,10914,nan,,LPIN2,9663
AP2B1,163,104.93659,163,nan,,SF3B4,10262
SLC30A6,55676,97.57422,55676,nan,,AKTIP,64400
CHMP3,51652,101.411705,51652,nan,,NDUFA9,4704
LPIN2,9663,96.345245,9663,nan,,RPL36,25873
SF3B4,10262,99.91357,10262,nan,,PDHB,5162
AKTIP,64400,97.33017,64400,nan,,CDC16,8881
NDUFA9,4704,96.71605,4704,nan,,MPZL1,9019
RPL36,25873,80.49509,25873,nan,,ZC3HC1,51530
PDHB,5162,93.928665,5162,nan,,PDE4DIP,9659
CDC16,8881,96.98714,8881,nan,,CLIC4,25932
MPZL1,9019,100.26875,9019,nan,,MPPE1,65258
ZC3HC1,51530,97.78022,51530,nan,,DDAH1,23576
PDE4DIP,9659,101.79158,9659,nan,,ZNF83,55769
CLIC4,25932,94.88231,25932,nan,,ACYP1,97
MPPE1,65258,97.17315,65258,nan,,NKIRAS2,28511
DDAH1,23576,97.74441,23576,nan,,JPX,554203
ZNF83,55769,112.3867,55769,nan,,LYST,1130
ACYP1,97,97.55482,97,nan,,ERMARD,55780
NKIRAS2,28511,97.8094,28511,nan,,CTD-2192J16.15,nan
JPX,554203,112.447556,554203,nan,,RPS14,6208
LYST,1130,99.442764,1130,nan,,PNO1,56902
ERMARD,55780,101.26367,55780,nan,,UBL5,59286
CTD-2192J16.15,nan,nan,nan,TRUE,,C20orf24,55969
RPS14,6208,79.71582,6208,nan,,G3BP2,9908
PNO1,56902,95.45943,56902,nan,,MRPL27,51264
UBL5,59286,98.358345,59286,nan,,DEPDC1,55635
C20orf24,55969,111.12062,55969,nan,,NDUFS5,4725
G3BP2,9908,95.976135,9908,nan,,TOP2A,7153
MRPL27,51264,96.68896,51264,nan,,CASP7,840
DEPDC1,55635,99.05953,55635,nan,,RPL39L,116832
NDUFS5,4725,100.69449,4725,nan,,CBX5,23468
TOP2A,7153,95.23206,7153,nan,,TMBIM4,51643
CASP7,840,97.530556,840,nan,,NUP37,79023
RPL39L,116832,105.02516,116832,nan,,WDR45,11152
CBX5,23468,100.36464,23468,nan,,HAX1,10456
TMBIM4,51643,99.0289,51643,nan,,CDKN2AIPNL,91368
NUP37,79023,95.80393,79023,nan,,TDG,6996
WDR45,11152,99.034134,11152,nan,,EXOSC5,56915
HAX1,10456,97.90882,10456,nan,,RANBP9,10048
CDKN2AIPNL,91368,101.18536,91368,nan,,U2AF1L4,199746
TDG,6996,101.760445,6996,nan,,HDAC3,8841
EXOSC5,56915,95.734825,56915,nan,,MRPS11,64963
RANBP9,10048,100.3155,10048,nan,,LUC7L3,51747
U2AF1L4,199746,101.70377,199746,nan,,PDE6D,5147
HDAC3,8841,98.33982,8841,nan,,FLII,2314
MRPS11,64963,98.27071,64963,nan,,COX16,51241
LUC7L3,51747,95.94291,51747,nan,,METTL6,131965
PDE6D,5147,95.66869,5147,nan,,S100A11,6282
FLII,2314,89.84973,2314,nan,,SH3BGRL3,83442
COX16,51241,116.71357,51241,nan,,UQCRFS1,7386
METTL6,131965,97.23044,131965,nan,,RP11-110I1.6,nan
S100A11,6282,97.13177,6282,nan,,TTC5,91875
SH3BGRL3,83442,98.59394,83442,nan,,MRPL52,122704
UQCRFS1,7386,110.14701,7386,nan,,SRSF3,6428
RP11-110I1.6,nan,nan,nan,TRUE,,TSPYL1,7259
TTC5,91875,99.07945,91875,nan,,FTLP3,284764
MRPL52,122704,102.262146,122704,nan,,USE1,55850
SRSF3,6428,97.08889,6428,nan,,VPS36,51028
TSPYL1,7259,103.80875,7259,nan,,MICU1,10367
FTLP3,284764,38.550407,284764,nan,,BRK1,55845
FTLP3,ENSG00000226608,37.550472,nan,nan,,UBA2,10054
USE1,55850,100.35559,55850,nan,,IPO8,10526
VPS36,51028,96.38291,51028,nan,,TPR,7175
MICU1,10367,93.00928,10367,nan,,TBCA,6902
BRK1,55845,103.50583,55845,nan,,PHLDA2,7262
UBA2,10054,97.57746,10054,nan,,ZC2HC1A,51101
IPO8,10526,98.37046,10526,nan,,MRPL19,9801
TPR,7175,95.66122,7175,nan,,FCHO2,115548
TBCA,6902,98.6341,6902,nan,,PTPN2,5771
PHLDA2,7262,100.859375,7262,nan,,BLZF1,8548
ZC2HC1A,51101,97.88593,51101,nan,,CBR1,873
MRPL19,9801,97.23044,9801,nan,,RPL12,6136
FCHO2,115548,97.78022,115548,nan,,LYPLA1,10434
PTPN2,5771,97.80212,5771,nan,,DCAF8,50717
BLZF1,8548,97.88012,8548,nan,,EIF5A,1984
